"Gene stable ID","Strand","Gene end (bp)","Gene start (bp)","Chromosome/scaffold name","Gene name"
"ENSG00000172840",1,66895754,66878589,"16","PDP2"
"ENSG00000254875",1,32129586,32111446,"CHR_HSCHR6_MHC_QBL_CTG1","AL845464.1"
"ENSG00000007933",1,171117819,171090901,"1","FMO3"
"ENSG00000176108",1,81009517,80991598,"17","CHMP6"
"ENSG00000147606",1,91398155,91209494,"8","SLC26A7"
"ENSG00000175536",-1,74493724,74490519,"11","LIPT2"
"ENSG00000146006",-1,138875368,138868921,"5","LRRTM2"
"ENSG00000172775",-1,57186116,57152466,"16","PSME3IP1"
"ENSG00000151553",1,114899832,114821744,"10","FAM160B1"
"ENSG00000175931",-1,76453152,76389456,"17","UBE2O"
"ENSG00000077514",1,74669117,74493851,"11","POLD3"
"ENSG00000044115",1,138935034,138610967,"5","CTNNA1"
"ENSG00000010932",1,171285978,171248471,"1","FMO1"
"ENSG00000144229",1,137677718,136765545,"2","THSD7B"
"ENSG00000255054",1,25823744,25811470,"1","AL020996.2"
"ENSG00000103479",1,53491648,53433977,"16","RBL2"
"ENSG00000172752",1,130484844,130345516,"3","COL6A5"
"ENSG00000175634",1,67435401,67428460,"11","RPS6KB2"
"ENSG00000184939",1,68576072,68530090,"16","ZFP90"
"ENSG00000118640",1,85582031,85561562,"2","VAMP8"
"ENSG00000164109",-1,120066858,120055623,"4","MAD2L1"
"ENSG00000114354",1,100748964,100709331,"3","TFG"
"ENSG00000198911",1,41907307,41833079,"22","SREBF2"
"ENSG00000165832",1,114977676,114938195,"10","TRUB1"
"ENSG00000085276",-1,169663775,169083499,"3","MECOM"
"ENSG00000168899",1,85593406,85584431,"2","VAMP5"
"ENSG00000159261",-1,36576569,36460621,"21","CLDN14"
"ENSG00000225828",-1,32364278,32361270,"1","FAM229A"
"ENSG00000150540",1,138016364,137964020,"2","HNMT"
"ENSG00000162526",1,32364312,32351521,"1","TSSK3"
"ENSG00000167522",-1,89490561,89267630,"16","ANKRD11"
"ENSG00000269720",-1,17394158,17390509,"19","CCDC194"
"ENSG00000130303",-1,17405630,17402939,"19","BST2"
"ENSG00000136861",-1,120580170,120388869,"9","CDK5RAP2"
"ENSG00000167749",-1,50910738,50906352,"19","KLK4"
"ENSG00000162676",-1,92486925,92473043,"1","GFI1"
"ENSG00000136457",-1,50468906,50464496,"17","CHAD"
"ENSG00000206384",1,130678155,130560334,"3","COL6A6"
"ENSG00000167107",1,50474845,50426158,"17","ACSF2"
"ENSG00000164659",-1,87059654,86876906,"7","KIAA1324L"
"ENSG00000159239",-1,74421662,74393836,"2","AC005041.1"
"ENSG00000091704",1,130388114,130380339,"7","CPA1"
"ENSG00000264324",-1,74363377,74211604,"2","AC006030.1"
"ENSG00000167393",-1,386955,333933,"X","PPP2R3B"
"ENSG00000204227",1,33212722,33208500,"6","RING1"
"ENSG00000154642",-1,17819386,17788974,"21","C21orf91"
"ENSG00000065911",1,74217565,74198610,"2","MTHFD2"
"ENSG00000178952",-1,28846348,28842411,"16","TUFM"
"ENSG00000169223",-1,177351668,177331567,"5","LMAN2"
"ENSG00000159263",1,36749917,36699115,"21","SIM2"
"ENSG00000151276",-1,66038834,65353525,"3","MAGI1"
"ENSG00000115648",1,237555322,237485428,"2","MLPH"
"ENSG00000139329",-1,91111494,91102629,"12","LUM"
"ENSG00000278516",-1,54160227,54156107,"CHR_HSCHR19LRC_PGF1_CTG3_1","LENG1"
"ENSG00000154832",-1,50288304,50282343,"18","CXXC1"
"ENSG00000196455",-1,130746829,130678934,"3","PIK3R4"
"ENSG00000274616",1,54156191,54138182,"CHR_HSCHR19LRC_PGF1_CTG3_1","CNOT3"
"ENSG00000245848",-1,33302534,33299934,"19","CEBPA"
"ENSG00000250317",1,25929874,25861830,"4","SMIM20"
"ENSG00000165192",-1,15315640,15281697,"X","ASB11"
"ENSG00000167969",-1,2252300,2239402,"16","ECI1"
"ENSG00000139926",1,51730727,51489100,"14","FRMD6"
"ENSG00000155816",1,240475187,240014348,"1","FMN2"
"ENSG00000162877",-1,205850132,205828025,"1","PM20D1"
"ENSG00000102984",-1,71895336,71859680,"16","ZNF821"
"ENSG00000172936",1,38143022,38138478,"3","MYD88"
"ENSG00000284308",-1,74421591,74414176,"2","C2orf81"
"ENSG00000091490",-1,25863760,25747433,"4","SEL1L3"
"ENSG00000173157",-1,43552203,43353866,"12","ADAMTS20"
"ENSG00000133065",-1,205813748,205789094,"1","SLC41A1"
"ENSG00000147872",-1,19149290,19108375,"9","PLIN2"
"ENSG00000112559",1,41654246,41636882,"6","MDFI"
"ENSG00000204843",-1,74392087,74361154,"2","DCTN1"
"ENSG00000089163",1,120313249,120302316,"12","SIRT4"
"ENSG00000183570",1,45942454,45643694,"21","PCBP3"
"ENSG00000180875",-1,240612155,240489573,"1","GREM2"
"ENSG00000170890",-1,120327779,120322115,"12","PLA2G1B"
"ENSG00000083312",1,72916733,72816312,"5","TNPO1"
"ENSG00000175354",-1,12929643,12785478,"18","PTPN2"
"ENSG00000156509",-1,100145817,100133351,"8","FBXO43"
"ENSG00000258052",1,69855363,69801669,"12","AC025263.2"
"ENSG00000087076",-1,48836510,48813018,"19","HSD17B14"
"ENSG00000135097",-1,120369164,120341330,"12","MSI1"
"ENSG00000164291",1,95605102,95555101,"5","ARSK"
"ENSG00000104299",-1,28890242,28767661,"8","INTS9"
"ENSG00000147669",1,100154003,100150623,"8","POLR2K"
"ENSG00000111596",1,70355257,70242994,"12","CNOT2"
"ENSG00000067208",-1,92792404,92508696,"1","EVI5"
"ENSG00000180879",1,153798499,153793516,"X","SSR4"
"ENSG00000155729",-1,200519784,200488958,"2","KCTD18"
"ENSG00000115414",-1,215436073,215360440,"2","FN1"
"ENSG00000110076",-1,64723197,64606174,"11","NRXN2"
"ENSG00000197498",1,111028263,110982015,"6","RPF2"
"ENSG00000081479",-1,169362534,169127109,"2","LRP2"
"ENSG00000182901",-1,241357230,240775515,"1","RGS7"
"ENSG00000134569",-1,46918642,46856717,"11","LRP4"
"ENSG00000163535",1,200584096,200510008,"2","SGO2"
"ENSG00000065809",-1,14774897,14518557,"10","FAM107B"
"ENSG00000182149",1,71931199,71845996,"16","IST1"
"ENSG00000138650",1,133208606,133149294,"4","PCDH10"
"ENSG00000198914",1,104858574,104853287,"2","POU3F3"
"ENSG00000116962",-1,236065109,235975830,"1","NID1"
"ENSG00000067829",-1,153794523,153785766,"X","IDH3G"
"ENSG00000232575",1,30770084,30764859,"CHR_HSCHR6_MHC_MANN_CTG1","TUBB"
"ENSG00000178188",1,28874212,28846600,"16","SH2B1"
"ENSG00000119574",-1,58538911,58513530,"19","ZBTB45"
"ENSG00000141971",1,17433724,17405722,"19","MVB12A"
"ENSG00000135972",1,105099960,105038069,"2","MRPS9"
"ENSG00000139132",1,32646050,32399529,"12","FGD4"
"ENSG00000274384",-1,54173661,54160592,"CHR_HSCHR19LRC_PGF1_CTG3_1","TMC4"
"ENSG00000184378",-1,169769561,169766921,"3","ACTRT3"
"ENSG00000118997",-1,196068837,195737703,"2","DNAH7"
"ENSG00000178015",1,95622142,95620087,"5","GPR150"
"ENSG00000183760",1,39111493,39083913,"19","ACP7"
"ENSG00000090975",-1,123150015,122983480,"12","PITPNM2"
"ENSG00000100211",1,38673854,38656636,"22","CBY1"
"ENSG00000085274",1,169789716,169772831,"3","MYNN"
"ENSG00000175449",1,95684773,95646754,"5","RFESD"
"ENSG00000159579",1,57240469,57186137,"16","RSPRY1"
"ENSG00000183715",-1,133532519,132414977,"11","OPCML"
"ENSG00000183753",1,23005465,22973819,"Y","BPY2"
"ENSG00000145757",-1,95698711,95652181,"5","SPATA9"
"ENSG00000007392",-1,229463,188969,"16","LUC7L"
"ENSG00000162551",1,21578410,21509397,"1","ALPL"
"ENSG00000062038",1,68722616,68636189,"16","CDH3"
"ENSG00000141556",1,82945914,82752065,"17","TBCD"
"ENSG00000171757",-1,169812986,169793003,"3","LRRC34"
"ENSG00000275566",1,54797223,54780466,"CHR_HSCHR19LRC_PGF1_CTG3_1","KIR3DL2"
"ENSG00000034677",-1,100336218,100257060,"8","RNF19A"
"ENSG00000187735",-1,54022456,53966552,"8","TCEA1"
"ENSG00000011465",-1,91182824,91140484,"12","DCN"
"ENSG00000129673",1,76470117,76453351,"17","AANAT"
"ENSG00000251322",1,50733298,50674415,"22","SHANK3"
"ENSG00000086619",-1,236281958,236215101,"1","ERO1B"
"ENSG00000104450",1,100259278,100157906,"8","SPAG1"
"ENSG00000158869",1,161220699,161215234,"1","FCER1G"
"ENSG00000169220",1,177372596,177357924,"5","RGS14"
"ENSG00000138074",-1,27212958,27199587,"2","SLC5A6"
"ENSG00000139438",1,109770495,109713825,"12","FAM222A"
"ENSG00000188306",1,169837775,169821922,"3","LRRIQ4"
"ENSG00000151572",1,101128641,100717526,"12","ANO4"
"ENSG00000111328",-1,123272334,123250112,"12","CDK2AP1"
"ENSG00000185960",1,659411,624344,"X","SHOX"
"ENSG00000077585",1,236221865,236142505,"1","GPR137B"
"ENSG00000114248",-1,169869935,169839172,"3","LRRC31"
"ENSG00000136504",1,49835026,49788681,"17","KAT7"
"ENSG00000144228",1,138573547,138501770,"2","SPOPL"
"ENSG00000151657",-1,7787993,7750962,"10","KIN"
"ENSG00000204913",1,39944734,39941474,"17","LRRC3C"
"ENSG00000174502",-1,205943460,205913048,"1","SLC26A9"
"ENSG00000167914",1,39977768,39953263,"17","GSDMA"
"ENSG00000205755",-1,1212723,1187549,"X","CRLF2"
"ENSG00000277481",-1,71999978,71929538,"16","PKD1L3"
"ENSG00000051825",-1,123244014,123152320,"12","MPHOSPH9"
"ENSG00000121578",-1,119240946,119211732,"3","B4GALT4"
"ENSG00000187033",1,169939175,169911572,"3","SAMD7"
"ENSG00000154511",-1,92961522,92832737,"1","DIPK1A"
"ENSG00000254535",-1,134201789,134196333,"4","PABPC4L"
"ENSG00000224470",1,71885268,71845976,"16","ATXN1L"
"ENSG00000122406",1,92841924,92832013,"1","RPL5"
"ENSG00000180900",-1,143815773,143790920,"8","SCRIB"
"ENSG00000184574",-1,6635960,6618835,"12","LPAR5"
"ENSG00000111644",-1,6647433,6638075,"12","ACRBP"
"ENSG00000166268",1,69959097,69825227,"12","MYRFL"
"ENSG00000213022",-1,51009634,51002508,"19","KLK9"
"ENSG00000011485",1,46392981,46347087,"19","PPP5C"
"ENSG00000130962",1,37457295,37349275,"X","PRRG1"
"ENSG00000158874",-1,161223631,161222292,"1","APOA2"
"ENSG00000256870",-1,101210238,101155493,"12","SLC5A8"
"ENSG00000133639",-1,92145846,92140278,"12","BTG1"
"ENSG00000138085",1,27217178,27212027,"2","ATRAID"
"ENSG00000269741",-1,51009581,50996018,"19","AC011473.4"
"ENSG00000008952",1,169998373,169966635,"3","SEC62"
"ENSG00000167754",-1,50953093,50943303,"19","KLK5"
"ENSG00000120498",-1,70908731,70528940,"X","TEX11"
"ENSG00000179295",1,112509913,112418351,"12","PTPN11"
"ENSG00000143971",1,67412089,67397322,"2","ETAA1"
"ENSG00000130921",1,123257960,123233436,"12","C12orf65"
"ENSG00000127328",1,69823204,69738681,"12","RAB3IP"
"ENSG00000129667",-1,76501790,76470891,"17","RHBDF2"
"ENSG00000226384",1,30904817,30898895,"CHR_HSCHR6_MHC_DBB_CTG1","GTF2H4"
"ENSG00000135973",1,105243467,105241743,"2","GPR45"
"ENSG00000047597",1,37732130,37685791,"X","XK"
"ENSG00000129455",-1,51002711,50996007,"19","KLK8"
"ENSG00000154839",1,50394168,50375040,"18","SKA1"
"ENSG00000075711",-1,197299330,197042560,"3","DLG1"
"ENSG00000105559",-1,48868617,48837097,"19","PLEKHA4"
"ENSG00000158186",1,138405534,138347648,"3","MRAS"
"ENSG00000065613",1,104029233,103967140,"10","SLK"
"ENSG00000071677",1,237567175,237566574,"2","PRLH"
"ENSG00000173890",1,170085392,170037995,"3","GPR160"
"ENSG00000144227",-1,138780390,138669157,"2","NXPH2"
"ENSG00000187516",1,37991314,37990779,"X","H2AP"
"ENSG00000135966",-1,105329735,105264391,"2","TGFBRAP1"
"ENSG00000089009",-1,112418838,112405190,"12","RPL6"
"ENSG00000121104",-1,49789180,49710332,"17","FAM117A"
"ENSG00000229674",1,37994918,37994252,"X","H2AL1RP"
"ENSG00000128536",1,106036432,105876796,"7","CDHR3"
"ENSG00000178685",-1,144012772,143977153,"8","PARP10"
"ENSG00000276600",-1,206003461,205976740,"1","RAB7B"
"ENSG00000167755",-1,50969673,50958631,"19","KLK6"
"ENSG00000138738",-1,120922870,120684919,"4","PRDM5"
"ENSG00000164251",1,76835315,76818933,"5","F2RL1"
"ENSG00000135974",1,105349211,105337532,"2","C2orf49"
"ENSG00000230985",1,30917183,30904916,"CHR_HSCHR6_MHC_DBB_CTG1","VARS2"
"ENSG00000135185",-1,87220587,87196160,"7","TMEM243"
"ENSG00000116580",-1,155859400,155749662,"1","GON4L"
"ENSG00000158220",1,138481686,138434586,"3","ESYT3"
"ENSG00000120800",1,101386618,101280105,"12","UTP20"
"ENSG00000165169",-1,37847571,37836757,"X","DYNLT3"
"ENSG00000173889",-1,170181749,170086732,"3","PHC3"
"ENSG00000169035",-1,50984099,50976468,"19","KLK7"
"ENSG00000121073",-1,49709014,49700934,"17","SLC35B1"
"ENSG00000187122",-1,97185959,96998038,"10","SLIT1"
"ENSG00000039068",1,68835541,68737292,"16","CDH1"
"ENSG00000129317",-1,43758817,43718993,"12","PUS7L"
"ENSG00000173207",1,154979251,154974653,"1","CKS1B"
"ENSG00000226248",-1,31721936,31712749,"CHR_HSCHR6_MHC_DBB_CTG1","CLIC1"
"ENSG00000185920",-1,95517057,95442980,"9","PTCH1"
"ENSG00000179580",1,1968975,1966823,"16","RNF151"
"ENSG00000166589",-1,66918917,66908122,"16","CDH16"
"ENSG00000172379",1,80597933,80404350,"15","ARNT2"
"ENSG00000232258",-1,8590193,8537605,"16","TMEM114"
"ENSG00000135164",1,87196337,87152361,"7","DMTF1"
"ENSG00000132681",1,160186980,160151586,"1","ATP1A4"
"ENSG00000139697",-1,123364847,123289109,"12","SBNO1"
"ENSG00000025423",1,56787790,56752161,"12","HSD17B6"
"ENSG00000175711",-1,83051810,82942155,"17","B3GNTL1"
"ENSG00000134490",-1,23437961,23197144,"18","TMEM241"
"ENSG00000198952",-1,156282825,156249224,"1","SMG5"
"ENSG00000178719",1,143993415,143990056,"8","GRINA"
"ENSG00000274726",1,1958641,1823976,"CHR_HSCHR8_8_CTG1","ARHGEF10"
"ENSG00000227317",-1,31712785,31709206,"CHR_HSCHR6_MHC_DBB_CTG1","DDAH2"
"ENSG00000285625",-1,56741535,56714612,"12","AC117378.1"
"ENSG00000198056",-1,56752374,56731296,"12","PRIM1"
"ENSG00000234465",1,43583964,43575801,"19","PINLYP"
"ENSG00000171509",1,158653372,158315311,"4","RXFP1"
"ENSG00000183955",1,123409353,123383773,"12","KMT5A"
"ENSG00000165195",-1,15335580,15319451,"X","PIGA"
"ENSG00000186583",1,144047114,144012280,"8","SPATC1"
"ENSG00000232112",1,48444208,48440257,"3","TMA7"
"ENSG00000243978",1,110456334,110358816,"X","RTL9"
"ENSG00000166118",-1,133845538,133840631,"11","SPATA19"
"ENSG00000268361",-1,43593036,43554692,"19","L34079.1"
"ENSG00000162804",1,241095568,240998618,"2","SNED1"
"ENSG00000164051",-1,48440456,48432164,"3","CCDC51"
"ENSG00000101935",-1,110440233,110194186,"X","AMMECR1"
"ENSG00000141579",-1,82840022,82829434,"17","ZNF750"
"ENSG00000101955",-1,38220924,38149336,"X","SRPX"
"ENSG00000073050",-1,43580473,43543040,"19","XRCC1"
"ENSG00000163558",1,170305977,170222424,"3","PRKCI"
"ENSG00000109065",-1,74776367,74770529,"17","NAT9"
"ENSG00000269891",-1,97292637,97153045,"10","ARHGAP19-SLIT1"
"ENSG00000196531",-1,56731628,56712427,"12","NACA"
"ENSG00000114107",-1,138594538,138494344,"3","CEP70"
"ENSG00000111786",-1,120469748,120461672,"12","SRSF9"
"ENSG00000213390",-1,97292673,97222173,"10","ARHGAP19"
"ENSG00000060982",-1,24949101,24810024,"12","BCAT1"
"ENSG00000155897",-1,131040909,130780301,"8","ADCY8"
"ENSG00000008282",-1,106112576,106090503,"7","SYPL1"
"ENSG00000090905",1,24827632,24610209,"16","TNRC6A"
"ENSG00000257218",1,120463749,120446444,"12","GATC"
"ENSG00000102934",-1,57284672,57248547,"16","PLLP"
"ENSG00000184730",1,28498970,28494643,"16","APOBR"
"ENSG00000167378",-1,43596135,43584369,"19","IRGQ"
"ENSG00000136603",1,170396835,170357678,"3","SKIL"
"ENSG00000111780",1,120460006,120438198,"12","AL021546.1"
"ENSG00000111775",1,120440737,120438090,"12","COX6A1"
"ENSG00000233232",-1,28471175,28456372,"16","NPIPB7"
"ENSG00000102931",1,57253635,57245259,"16","ARL2BP"
"ENSG00000166833",1,20121601,19350724,"11","NAV2"
"ENSG00000141316",1,32997877,32970376,"17","SPACA3"
"ENSG00000170855",-1,120446384,120443964,"12","TRIAP1"
"ENSG00000136379",1,80755621,80679684,"15","ABHD17C"
"ENSG00000261832",-1,28492098,28456371,"16","AC138894.1"
"ENSG00000185404",1,230403732,230327184,"2","SP140L"
"ENSG00000031081",1,119420714,119294383,"3","ARHGAP31"
"ENSG00000231500",1,33276511,33272075,"6","RPS18"
"ENSG00000134602",1,132075943,132023302,"X","STK26"
"ENSG00000151376",-1,86672636,86441108,"11","ME3"
"ENSG00000108344",1,39997959,39980807,"17","PSMD3"
"ENSG00000122085",-1,241102332,241072169,"2","MTERF4"
"ENSG00000124839",-1,237601614,237574322,"2","RAB17"
"ENSG00000133612",1,151144436,151085831,"7","AGAP3"
"ENSG00000285218",1,170860380,170418868,"3","AC026316.4"
"ENSG00000013297",1,170454733,170418865,"3","CLDN11"
"ENSG00000178568",-1,212538841,211375717,"2","ERBB4"
"ENSG00000223501",-1,33272047,33250272,"6","VPS52"
"ENSG00000143851",-1,202161588,202147013,"1","PTPN7"
"ENSG00000188603",-1,28495575,28474111,"16","CLN3"
"ENSG00000022267",1,136211359,136146702,"X","FHL1"
"ENSG00000165168",1,37813461,37780059,"X","CYBB"
"ENSG00000120805",-1,101407772,101393116,"12","ARL1"
"ENSG00000013293",-1,170586075,170459548,"3","SLC7A14"
"ENSG00000150977",-1,123436717,123410683,"12","RILPL2"
"ENSG00000103888",1,80951776,80779343,"15","CEMIP"
"ENSG00000176142",-1,119468830,119428949,"3","TMEM39A"
"ENSG00000134508",1,23260467,23134564,"18","CABLES1"
"ENSG00000159267",-1,36990236,36750888,"21","HLCS"
"ENSG00000169750",1,82034204,82031678,"17","RAC3"
"ENSG00000147439",-1,22669148,22620418,"8","BIN3"
"ENSG00000165349",-1,70931125,70925579,"X","SLC7A3"
"ENSG00000184209",1,123473154,123458088,"12","SNRNP35"
"ENSG00000156150",-1,110070672,110059870,"1","ALX3"
"ENSG00000087074",1,48876058,48872421,"19","PPP1R15A"
"ENSG00000143093",1,110074641,110031577,"1","STRIP1"
"ENSG00000188026",-1,123533719,123470054,"12","RILPL1"
"ENSG00000080854",-1,133956985,133896438,"11","IGSF9B"
"ENSG00000161544",-1,76551175,76527356,"17","CYGB"
"ENSG00000196188",-1,206023895,206009264,"1","CTSE"
"ENSG00000214140",1,76553578,76527586,"17","PRCD"
"ENSG00000154645",1,18267373,17901263,"21","CHODL"
"ENSG00000103047",1,69085182,68843531,"16","TANGO6"
"ENSG00000088986",1,120498493,120469850,"12","DYNLL1"
"ENSG00000086598",1,123598582,123584533,"12","TMED2"
"ENSG00000169515",-1,46413564,46410329,"19","CCDC8"
"ENSG00000171643",1,76921650,76850001,"5","S100Z"
"ENSG00000163093",1,169506655,169479480,"2","BBS5"
"ENSG00000130726",1,58550722,58544064,"19","TRIM28"
"ENSG00000023445",1,102339403,102317450,"11","BIRC3"
"ENSG00000158234",1,138633376,138608606,"3","FAIM"
"ENSG00000166211",1,101486997,101475336,"12","SPIC"
"ENSG00000263961",1,206102449,206053173,"1","RHEX"
"ENSG00000198715",-1,156295689,156290089,"1","GLMP"
"ENSG00000274811",-1,1345099,1318299,"CHR_HSCHR5_3_CTG1","CLPTM1L"
"ENSG00000158941",1,22621514,22604632,"8","CCAR2"
"ENSG00000166592",-1,66925536,66921679,"16","RRAD"
"ENSG00000168461",1,9862551,9708275,"18","RAB31"
"ENSG00000251569",1,169525922,169479480,"2","AC093899.2"
"ENSG00000135697",1,81291142,81238689,"16","BCO1"
"ENSG00000239474",1,169526258,169509702,"2","KLHL41"
"ENSG00000196470",-1,48448402,48356364,"16","SIAH1"
"ENSG00000104804",-1,48898744,48880967,"19","TULP2"
"ENSG00000130669",1,39182816,39125770,"19","PAK4"
"ENSG00000117899",-1,80989828,80946289,"15","MESD"
"ENSG00000067840",-1,153830565,153802166,"X","PDZD4"
"ENSG00000116748",-1,114695618,114673090,"1","AMPD1"
"ENSG00000147164",-1,71073426,71056332,"X","SNX12"
"ENSG00000102910",1,48363122,48244300,"16","LONP2"
"ENSG00000163472",1,156293185,156282935,"1","TMEM79"
"ENSG00000139636",-1,49110900,49096551,"12","LMBR1L"
"ENSG00000163482",1,218702716,218672069,"2","STK36"
"ENSG00000277531",-1,46428951,46424697,"19","PNMA8C"
"ENSG00000144908",-1,126197994,126103562,"3","ALDH1L1"
"ENSG00000198049",-1,206117699,206106936,"1","AVPR1B"
"ENSG00000131183",1,177398848,177379235,"5","SLC34A1"
"ENSG00000166595",-1,66934423,66932065,"16","CIAO2B"
"ENSG00000173376",-1,121073021,121035613,"4","NDNF"
"ENSG00000206208",-1,33484728,33470037,"CHR_HSCHR6_MHC_MCF_CTG1","TAPBP"
"ENSG00000143318",1,160201886,160190575,"1","CASQ1"
"ENSG00000092377",1,7101970,6910686,"Y","TBL1Y"
"ENSG00000182013",-1,46471563,46466491,"19","PNMA8A"
"ENSG00000145708",1,76981158,76953045,"5","CRHBP"
"ENSG00000036473",1,38421446,38352586,"X","OTC"
"ENSG00000110871",-1,120534434,120503279,"12","COQ5"
"ENSG00000141639",1,50731826,50560087,"18","MAPK4"
"ENSG00000126012",-1,53225422,53191321,"X","KDM5C"
"ENSG00000284526",-1,76570544,76563710,"17","AC015802.6"
"ENSG00000196570",-1,177400661,177400109,"5","PFN3"
"ENSG00000121270",-1,48247568,48166910,"16","ABCC11"
"ENSG00000131386",1,16231992,16174680,"3","GALNT15"
"ENSG00000166415",-1,53762878,53513741,"15","WDR72"
"ENSG00000022840",1,120577588,120533480,"12","RNF10"
"ENSG00000188716",-1,75058514,75037836,"10","DUPD1"
"ENSG00000181409",-1,81166221,81110487,"17","AATK"
"ENSG00000205884",-1,11974599,11973937,"8","DEFB136"
"ENSG00000054938",-1,74731385,74696429,"11","CHRDL2"
"ENSG00000205883",1,11984590,11982321,"8","DEFB135"
"ENSG00000070731",-1,76586956,76565377,"17","ST6GALNAC2"
"ENSG00000205882",-1,11996312,11993174,"8","DEFB134"
"ENSG00000099721",-1,6911774,6865918,"Y","AMELY"
"ENSG00000196873",1,68300015,68232003,"9","CBWD3"
"ENSG00000105835",-1,106286326,106248298,"7","NAMPT"
"ENSG00000188505",1,39201884,39196964,"19","NCCRP1"
"ENSG00000163481",-1,218672002,218663892,"2","RNF25"
"ENSG00000147041",1,38128819,38006553,"X","SYTL5"
"ENSG00000179751",-1,39204266,39202831,"19","SYCN"
"ENSG00000111358",1,123662604,123633739,"12","GTF2H3"
"ENSG00000273645",1,2006936,1973878,"CHR_HSCHR8_8_CTG1","KBTBD11"
"ENSG00000154646",-1,18485879,18269116,"21","TMPRSS15"
"ENSG00000177548",-1,28936526,28904421,"16","RABEP2"
"ENSG00000134955",1,125090312,125063067,"11","SLC37A2"
"ENSG00000067365",1,8649654,8621683,"16","METTL22"
"ENSG00000143412",1,150995634,150982249,"1","ANXA9"
"ENSG00000102962",1,57366189,57358783,"16","CCL22"
"ENSG00000175866",1,81117432,81035122,"17","BAIAP2"
"ENSG00000230510",-1,46601200,46480796,"19","PPP5D1"
"ENSG00000006210",1,57385044,57372477,"16","CX3CL1"
"ENSG00000132793",1,41360582,41340920,"20","LPIN3"
"ENSG00000172828",1,66975149,66961245,"16","CES3"
"ENSG00000132294",1,132013642,131904093,"8","EFR3A"
"ENSG00000143409",-1,151008375,150996086,"1","MINDY1"
"ENSG00000160014",1,46610782,46601074,"19","CALM3"
"ENSG00000154914",1,9729687,9644698,"17","USP43"
"ENSG00000237056",-1,33488283,33484759,"CHR_HSCHR6_MHC_MCF_CTG1","ZBTB22"
"ENSG00000100312",1,50745339,50738196,"22","ACR"
"ENSG00000180574",1,10523135,10505602,"12","EIF2S3B"
"ENSG00000196296",1,28904509,28878405,"16","ATP2A1"
"ENSG00000183798",-1,41366818,41359962,"20","EMILIN3"
"ENSG00000205057",-1,92428148,92420094,"12","CLLU1OS"
"ENSG00000198863",1,42993690,42980565,"17","RUNDC1"
"ENSG00000253276",-1,106661158,106654360,"7","CCDC71L"
"ENSG00000172831",1,66945096,66934444,"16","CES2"
"ENSG00000165197",-1,15384413,15345596,"X","VEGFD"
"ENSG00000234965",-1,41914667,41909554,"22","SHISA8"
"ENSG00000159958",-1,41926818,41922023,"22","TNFRSF13C"
"ENSG00000183145",1,37019662,37006150,"21","RIPPLY3"
"ENSG00000108342",1,40017813,40015361,"17","CSF3"
"ENSG00000163884",-1,126357408,126342635,"3","KLF15"
"ENSG00000144749",-1,66501263,66378797,"3","LRIG1"
"ENSG00000166596",1,9643447,9576627,"17","CFAP52"
"ENSG00000261609",1,81380198,81314966,"16","GAN"
"ENSG00000157150",-1,12158912,12153068,"3","TIMP4"
"ENSG00000231617",-1,33499609,33488900,"CHR_HSCHR6_MHC_MCF_CTG1","DAXX"
